"supplier_id","supplier_name","country","latitude","longitude","supply_date","bulan","tanggal","total_supplied_value"
"3","Rice-Cook ","Colombia","2.8894434","-73.783892","2023-02-15 00:00:00+00","2","15","622415"
"3","Rice-Cook ","Colombia","2.8894434","-73.783892","2023-02-16 00:00:00+00","2","16","858100"
"3","Rice-Cook ","Colombia","2.8894434","-73.783892","2023-02-17 00:00:00+00","2","17","1249380"
"3","Rice-Cook ","Colombia","2.8894434","-73.783892","2023-02-18 00:00:00+00","2","18","1002800"
"3","Rice-Cook ","Colombia","2.8894434","-73.783892","2023-02-19 00:00:00+00","2","19","1368570"
"3","Rice-Cook ","Colombia","2.8894434","-73.783892","2023-02-20 00:00:00+00","2","20","313620"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-01 00:00:00+00","2","1","1195955"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-02 00:00:00+00","2","2","1869965"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-03 00:00:00+00","2","3","1683480"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-04 00:00:00+00","2","4","1945045"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-05 00:00:00+00","2","5","1514555"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-06 00:00:00+00","2","6","1551605"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-07 00:00:00+00","2","7","1990245"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-08 00:00:00+00","2","8","1268320"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-09 00:00:00+00","2","9","1730605"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-10 00:00:00+00","2","10","2203210"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-11 00:00:00+00","2","11","1748295"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-12 00:00:00+00","2","12","1821665"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-13 00:00:00+00","2","13","1648180"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-14 00:00:00+00","2","14","1275355"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-15 00:00:00+00","2","15","1700035"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-16 00:00:00+00","2","16","1746170"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-17 00:00:00+00","2","17","1918300"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-18 00:00:00+00","2","18","1480725"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-19 00:00:00+00","2","19","2014055"
"4","Johnson-Ferguson ","Czechia","49.8167003","15.4749544","2023-02-20 00:00:00+00","2","20","520870"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-01 00:00:00+00","2","1","1002755"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-02 00:00:00+00","2","2","1489260"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-03 00:00:00+00","2","3","2005765"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-04 00:00:00+00","2","4","1196380"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-05 00:00:00+00","2","5","1398005"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-06 00:00:00+00","2","6","2059525"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-07 00:00:00+00","2","7","1612330"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-08 00:00:00+00","2","8","1157375"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-09 00:00:00+00","2","9","1794315"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-10 00:00:00+00","2","10","1407800"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-11 00:00:00+00","2","11","1335205"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-12 00:00:00+00","2","12","1479890"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-13 00:00:00+00","2","13","1327780"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-14 00:00:00+00","2","14","1348615"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-15 00:00:00+00","2","15","1485035"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-16 00:00:00+00","2","16","1766450"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-17 00:00:00+00","2","17","1117600"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-18 00:00:00+00","2","18","1348020"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-19 00:00:00+00","2","19","1874190"
"5","Woodard-Brown ","Denmark","55.670249","10.3333283","2023-02-20 00:00:00+00","2","20","369120"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-01 00:00:00+00","2","1","1185725"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-02 00:00:00+00","2","2","1736110"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-03 00:00:00+00","2","3","2341175"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-04 00:00:00+00","2","4","2306440"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-05 00:00:00+00","2","5","1740180"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-06 00:00:00+00","2","6","1587040"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-07 00:00:00+00","2","7","2059525"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-08 00:00:00+00","2","8","2574780"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-09 00:00:00+00","2","9","2054850"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-10 00:00:00+00","2","10","2078100"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-11 00:00:00+00","2","11","1305085"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-12 00:00:00+00","2","12","2430900"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-13 00:00:00+00","2","13","1533395"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-14 00:00:00+00","2","14","1881940"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-15 00:00:00+00","2","15","1827635"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-16 00:00:00+00","2","16","1573550"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-17 00:00:00+00","2","17","1597905"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-18 00:00:00+00","2","18","1665830"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-19 00:00:00+00","2","19","1866170"
"6","Ramirez, Brewer and Bautista ","Georgia","32.3293809","-83.1137366","2023-02-20 00:00:00+00","2","20","677565"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-01 00:00:00+00","2","1","1056515"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-02 00:00:00+00","2","2","1839095"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-03 00:00:00+00","2","3","1851460"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-04 00:00:00+00","2","4","1325655"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-05 00:00:00+00","2","5","1661500"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-06 00:00:00+00","2","6","1826410"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-07 00:00:00+00","2","7","1343610"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-08 00:00:00+00","2","8","1491155"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-09 00:00:00+00","2","9","1603800"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-10 00:00:00+00","2","10","1404180"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-11 00:00:00+00","2","11","1138435"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-12 00:00:00+00","2","12","1605415"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-13 00:00:00+00","2","13","1681340"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-14 00:00:00+00","2","14","1795035"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-15 00:00:00+00","2","15","1084125"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-16 00:00:00+00","2","16","1467600"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-17 00:00:00+00","2","17","1533480"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-18 00:00:00+00","2","18","1150065"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-19 00:00:00+00","2","19","1688640"
"7","Peters, Berg and Miller ","Germany","51.0834196","10.4234469","2023-02-20 00:00:00+00","2","20","769485"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-01 00:00:00+00","2","1","696440"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-02 00:00:00+00","2","2","1217785"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-03 00:00:00+00","2","3","1582275"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-04 00:00:00+00","2","4","1037660"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-05 00:00:00+00","2","5","1251700"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-06 00:00:00+00","2","6","1217370"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-07 00:00:00+00","2","7","1473175"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-08 00:00:00+00","2","8","1273355"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-09 00:00:00+00","2","9","946520"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-10 00:00:00+00","2","10","1569345"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-11 00:00:00+00","2","11","1362050"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-12 00:00:00+00","2","12","1158110"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-13 00:00:00+00","2","13","2089500"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-14 00:00:00+00","2","14","1514770"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-15 00:00:00+00","2","15","1449325"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-16 00:00:00+00","2","16","933055"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-17 00:00:00+00","2","17","1326650"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-18 00:00:00+00","2","18","1655105"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-19 00:00:00+00","2","19","1558370"
"8","Martinez Inc ","Ghana","8.0300284","-1.0800271","2023-02-20 00:00:00+00","2","20","482995"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-01 00:00:00+00","2","1","1134335"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-02 00:00:00+00","2","2","1921345"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-03 00:00:00+00","2","3","1908515"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-04 00:00:00+00","2","4","1828975"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-05 00:00:00+00","2","5","1920360"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-06 00:00:00+00","2","6","2155330"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-07 00:00:00+00","2","7","1713805"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-08 00:00:00+00","2","8","2185330"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-09 00:00:00+00","2","9","1797500"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-10 00:00:00+00","2","10","1836915"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-11 00:00:00+00","2","11","1720650"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-12 00:00:00+00","2","12","1892435"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-13 00:00:00+00","2","13","1951525"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-14 00:00:00+00","2","14","1432050"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-15 00:00:00+00","2","15","1536310"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-16 00:00:00+00","2","16","2010785"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-17 00:00:00+00","2","17","1574070"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-18 00:00:00+00","2","18","1762610"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-19 00:00:00+00","2","19","1710130"
"9","Elliott-Walker ","India","22.3511148","78.6677428","2023-02-20 00:00:00+00","2","20","574050"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-01 00:00:00+00","2","1","688625"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-02 00:00:00+00","2","2","889450"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-03 00:00:00+00","2","3","1033080"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-04 00:00:00+00","2","4","958455"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-05 00:00:00+00","2","5","1107135"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-06 00:00:00+00","2","6","825125"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-07 00:00:00+00","2","7","764005"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-08 00:00:00+00","2","8","1094295"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-09 00:00:00+00","2","9","1132740"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-10 00:00:00+00","2","10","895945"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-11 00:00:00+00","2","11","1085810"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-12 00:00:00+00","2","12","908320"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-13 00:00:00+00","2","13","921695"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-14 00:00:00+00","2","14","797285"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-15 00:00:00+00","2","15","1105435"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-16 00:00:00+00","2","16","887660"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-17 00:00:00+00","2","17","1108480"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-18 00:00:00+00","2","18","965010"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-19 00:00:00+00","2","19","1051710"
"10","Castaneda LLC ","Indonesia","-2.4833826","117.8902853","2023-02-20 00:00:00+00","2","20","292855"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-01 00:00:00+00","2","1","1503955"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-02 00:00:00+00","2","2","2164335"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-03 00:00:00+00","2","3","2227585"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-04 00:00:00+00","2","4","2890120"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-05 00:00:00+00","2","5","3131225"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-06 00:00:00+00","2","6","3276840"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-07 00:00:00+00","2","7","3173365"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-08 00:00:00+00","2","8","3003955"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-09 00:00:00+00","2","9","2695305"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-10 00:00:00+00","2","10","2507050"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-11 00:00:00+00","2","11","2662790"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-12 00:00:00+00","2","12","2477415"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-13 00:00:00+00","2","13","2975790"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-14 00:00:00+00","2","14","2340810"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-15 00:00:00+00","2","15","2236945"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-16 00:00:00+00","2","16","2869000"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-17 00:00:00+00","2","17","2981880"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-18 00:00:00+00","2","18","2181975"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-19 00:00:00+00","2","19","2485630"
"11","Smith, Shields and Parker ","Philippines","12.7503486","122.7312101","2023-02-20 00:00:00+00","2","20","846860"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-01 00:00:00+00","2","1","575115"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-02 00:00:00+00","2","2","1235115"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-03 00:00:00+00","2","3","1177710"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-04 00:00:00+00","2","4","984340"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-05 00:00:00+00","2","5","986835"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-06 00:00:00+00","2","6","1382295"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-07 00:00:00+00","2","7","941600"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-08 00:00:00+00","2","8","946275"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-09 00:00:00+00","2","9","1227495"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-10 00:00:00+00","2","10","1185265"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-11 00:00:00+00","2","11","825995"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-12 00:00:00+00","2","12","862165"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-13 00:00:00+00","2","13","1117120"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-14 00:00:00+00","2","14","1427400"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-15 00:00:00+00","2","15","1048140"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-16 00:00:00+00","2","16","1076300"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-17 00:00:00+00","2","17","941755"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-18 00:00:00+00","2","18","1023880"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-19 00:00:00+00","2","19","910615"
"12","Morgan Ltd ","Poland","52.215933","19.134422","2023-02-20 00:00:00+00","2","20","343250"
"13","Smith, Clark and Ray ","Portugal","40.0332629","-7.8896263","2023-02-01 00:00:00+00","2","1","823090"
"13","Smith, Clark and Ray ","Portugal","40.0332629","-7.8896263","2023-02-02 00:00:00+00","2","2","1015700"
"13","Smith, Clark and Ray ","Portugal","40.0332629","-7.8896263","2023-02-03 00:00:00+00","2","3","1256545"
"13","Smith, Clark and Ray ","Portugal","40.0332629","-7.8896263","2023-02-04 00:00:00+00","2","4","1159165"
"13","Smith, Clark and Ray ","Portugal","40.0332629","-7.8896263","2023-02-05 00:00:00+00","2","5","1054120"
"13","Smith, Clark and Ray ","Portugal","40.0332629","-7.8896263","2023-02-06 00:00:00+00","2","6","1556305"
"13","Smith, Clark and Ray ","Portugal","40.0332629","-7.8896263","2023-02-07 00:00:00+00","2","7","1180825"
"13","Smith, Clark and Ray ","Portugal","40.0332629","-7.8896263","2023-02-08 00:00:00+00","2","8","1284955"
"13","Smith, Clark and Ray ","Portugal","40.0332629","-7.8896263","2023-02-09 00:00:00+00","2","9","1318115"
"13","Smith, Clark and Ray ","Portugal","40.0332629","-7.8896263","2023-02-10 00:00:00+00","2","10","1386180"
"13","Smith, Clark and Ray ","Portugal","40.0332629","-7.8896263","2023-02-11 00:00:00+00","2","11","1139670"
"13","Smith, Clark and Ray ","Portugal","40.0332629","-7.8896263","2023-02-12 00:00:00+00","2","12","1466185"
"13","Smith, Clark and Ray ","Portugal","40.0332629","-7.8896263","2023-02-13 00:00:00+00","2","13","1552400"
"13","Smith, Clark and Ray ","Portugal","40.0332629","-7.8896263","2023-02-14 00:00:00+00","2","14","1250400"
